ResponseId,party,open_ingroup,open_outgroup,in_middle_class,in_hardworking,in_reasonable,in_normal_ordinary,in_family_values,in_freedom,in_responsibility,in_similar_same,in_uneducated,in_selfish,in_disinformation,in_easily_influenced,in_rich_elite,in_populist,in_party_ano,in_party_spd,in_party_government,in_dont_know,in_tolerant,out_middle_class,out_hardworking,out_reasonable,out_normal_ordinary,out_family_values,out_freedom,out_responsibility,out_similar_same,out_uneducated,out_selfish,out_disinformation,out_easily_influenced,out_rich_elite,out_populist,out_party_ano,out_party_spd,out_party_government,out_dont_know,out_tolerant
R_2fPK6RzOs55ZZvH,KSCM,pracuji pro lidi a stat!!!!!!!!!!!!!!!!!!!!!!,jsou to podrazaci a zlodeji!!!!!!!!!!!!!!!!!!!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8FxkVOcjMjCq3cE,KSCM,"Ti lidé, kteří umí vyslechnout názor voličů jiné politické strany. Kteří umí opačný názor vysvětlit, proč je důležitá změna a z jakého důvodu, ","Záleží na komunikaci a hlavně na tom uznat, že opačný názor není vždy špatný. Když voliči jiné politické strany dokáží uznat, že po volbách jejich strana nesplnila to. co před volbami slibovala. S těmito lidmi dokážu dobře vycházet, protože i já umím uznat, že jsem se v některých názorech spletla. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8h9JLgqM7jgUfcN,SPD,"hodně pamatují, prožily zlé i dobré","vědí málo o životě, jsou věrni každému režimu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2xPuuupskZdCQjD,STAN,"Nevím, o politiku se moc nezajímají, ale ví, že vláda komunistů bylo to nejhorší, co nás potkalo.",Takoví lidé mě neskutečně vytáčí. Nedokážu absolutně pochopit jak může v dnešní době někdo volit komunisty nebo SPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2jKf5RV3sZQ8dz3,ANO,"jsou starší něco zažili narodii se o něco dříve než 1989 a pamatují si že v ČR bylo zdravotnictví,léky, školy zdarma, stát pomáhal a staral se o vše - chudým,nemocným,starým,invalidním, všichni museli pracovat jinak šli do basy, dáky se nerozdávali jako dnes , uprchlíci tu nebyli,nebylo tolik kriminality, lidi více tahli k sobě ,byli vstřícní,ohleduplní,laskavý,milý,ochotný,pomáhali nezištně- dnes je vše pravý opak ","narodili se nedávno , vidí věci a minulost jiného režimu jinak, vydělavají si dost peněz ,mohou cestovat, mají i na základní potřeby pro život - jídlo,léky atd..., nejvíce křičí že důchodci berou dost peněz, dala bych jim všem základ co mám třeba já i politikům prostě všem, bydli sám,měj jen invalidní důchod 14000 a ukaž mi jak to zvládnete",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2WFcyyRjEIgoQHn,ANO,Lidé s vysokým morálním kreditem.,"Vnímat jinak politiku(a) není problém. Tolerovat trestné činy, lhaní a tunelování je už problém zásadní.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2DxcmNhy6zRwqfn,ANO,To jsou normální lidi. nejsou to kariéristé a mají sociální cítění,"kariéristé, kterým jde v politice se uplatnit především pro svůj vlastní prospěch.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2ocqgrW4bDFcNf4,,Politika je svinstvo a nikdo nic nezmění ,Nehodnotim lidi podle toho koho volí ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8mDAI4im8UdDeIp,ANO,Takoví lidé by měli pochopit život jak je v dnešní době pro všechny těžký a měli by zvýší důchody minimálně na 500 korun a nedávat to na 360 nebo 320 jen zvýšení. Pro všechny je to tak málo že to v dnešní běžné době nevystaci ano na jídlo než tak na běžné životní potřeby běžného člověka a ti co jdou ve vládě tak by se měli nad sebou zamyslet že zvýšení platu není tak akutně velké ze to nemusí ani byt,Že by tito lidé měli tyto problémy řešit úplně jinak na lepší úrovni než to dělat opačným směrem ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_83Vwy4oeM60P8Kq,ANO,jsou zodpovední ke svemu statu i životu,každý má právo mit vlastní nazor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_84b1zSPoHGDJEXv,SPD,Normální lidi co mají mozek ,Pitomci ovlivnění vládní propagandou,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2AX47tvq41G3lbZ,ANO,mají o dění přehled a nevnucují tlekem své názory jiným,má jiné názory a přesvědčení nemohu mu vnucovat mé přesvědčení musí na to přijít sám co je dobro a co zlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8e99WnMcfAXoild,ANO,Vnímají názory stejně jako ja,"Jsou podráždění,neústupní ve svých nazorech",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2NwAXG7L7RBJSdJ,ANO,Kgkovbkkffjljz7ikf6pkhiljzolofmm,Lgkmclhf jlvulnfjljjvvjlbcmncgknchmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2itgcLMrnpzC4iU,,Každý volí dle svého uvážení ,Každý volí dle svého uvážení ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2i2FgBHRoiiOu5j,SPD,"Vlastenco, ČR mají na první místě. Chtějí referendum o vystoupení z NATO a EU, protože ten projekt nás jen ničí. Diplomacii uznávají celosvětovou, nikoliv jen prozápadní. Vidí očima spravedlivého sociálního smíru, tak aby se všem dařilo dobře a nikdo nestrádal.","Zřejmě to bude člověk, kterej věří jen prozápadnímu směřování a východ je pro něj tabu, ba naopak hrozba. Je to člověk, kterej není vlastenec, protože vlastenec by nevolil stranu, která se stará o jiné země a EU víc než o tu vlastní. Je to člověk kterej vůbec neví co prožívají obyčejní lidé, kteří to takzvaně tahají od výplaty k výplatě.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8QuUx22DN3ojm9D,,"Nejsou konfliktní, dokáží problém vyřešit a jsou ústupní","Jsou to lidi kteří mají převážně jen svou pravdu, nevybočují ze svých názorů a dokáží se pohádat pokud není zrovna po jejich.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_84r90CVGRmwLRPq,ANO,Takový lidé jsou mi velice sympatičtí.,"Takový lidé mi vůbec nevadí. Každý má jiný pohled na svět, styl života a jiné hodnoty. Každý člověk má právo mít svůj názor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8D0CMUUaznSVbYc,ANO,Nevím  o politiku se nezajímám ,Nevím  o politiku se nezajímám,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2FyxTzJT8ojwezV,ANO,mají stejné smýšlení jako já,každý má právo na svůj názor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2dsgwVV37wVhXPt,Other,obyčejní lidé jsou mezi nimi špatní i dobří,je to každého věc charakter člověka to nemění,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2WSctKvSSAfEjjK,Other,"všechno  co  se  zdraží pro lidi,  ať už  služby,  potraviny, daně  bez protestů musím  platit ať se mi líbí  či nelíbí  tento  špatně zavedený systém","jako  sobce, kteří myslí  jen  na sebe  svoje zájmy ....nemyslím jsi,  že  by politiky  zajimaly  obyčejní lidé a jejich problémy  (((",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8NbK5vE8oMthgRP,,"Jsou to lidé, kteří jsou podobného ražení jako já",Vůbec nic mě nenapadá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2E9WLy5VFuxo8mW,KSCM,"LIDÉ MÉHO RAŽENÍ JSOU VLASTENCI,LIDÉ SE ZKUŠENOSTMI.MY NECHCEME UBLIŽOVAT JINÝM POKUD NEUBLIŽUJÍ NÁM.MÁME SMYSL PRO RODINU A PROTO MÁME RÁDI SVÉ DĚTI A ABY MOHLI ŽÍT PŘEJEME SI MÍR. MÁME RÁDI TUTO PLANETU!","LIDÉ OPAČNÉHO SMÝŠLENÍ NAPŘ.LGBT+,LIDÉ KTEŘÍ NEJSOU OCHOTNI KE KOMPROMISŮM,LIDÉ SOBEČTÍ,NENÁVISTNÍ.PROSPĚCHÁŘI.TAKOVÍ KTEŘÍ VYZNÁVAJÍ POZICI/KAM VÍTR TAM PLÁŠť./NEMÁM RÁD TAKOVÉ KTEŘÍ BY OBĚTOVALI ŽIVOT NA TÉTO PLANETĚ PRO OKAMŽITÝ PROSPĚCH!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8uCFkGHpui05oe5,ANO,nevím nerozumím tomu a nechci odpovídat,nevím a nerozumím tomu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_83UiZtFRIa7VzZm,ANO,"Lidé, které politika moc nezajímá a moc jí nezajímá.","Vůbec nevím, protože politice nerozumím.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_8fk7P81LWX26cXK,,Normální český lidé kteří žijí normální život.,Každý má názor tak je to jejích věc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2UbzN00L8taSah9,ANO,"Lidé s nízkými příjmy , prodavačky , důchodci , invalidní důchodci.","Feťáci , podporující prodej kratomu a jiných látek . Bohatí . Rozmazleni studenti bohatých rodičů . Mladí a neklidní. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_2l0jSgGUuIlhHlW,ANO,"Normální, obyčejní a čestní lidé.","Mohou být stejně obyčejní, jen mají jiný názor.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8ISIH1FKgC5sfuo,ODS,Jsou na tom finančně velmi špatně. vládá nepomáhá,Nemájí v ničem žádné problémy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8LfLV3juSG5X5rX,Other,Mají přehled a nedají se oblbnout. Mají svůj vlastní rozum a přehled....,"Nemají to v hlavě vpořádku, nechají se oblbnout....",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2YKxMXJ77G6Y2TA,ANO,"Voliči kteří něco v životě dokázali a nepotřebují rady,, politiků "" kteří jsou ještě horší nežli oni. ",Nezkušení a nemají přehled o tom co se děje v republice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8GQU8oDN7mT2EgN,SPD,"Jsou mi sympatičtí, rozumíme si.","každý člověk má svůj názor a je to jen a jen jeho volba. Nevadí mi to, každý má mýt svůj názor a to na cokoliv.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8ZZXO2ZlIfLpWKh,SPD,Rozumné lidi kteří nemyslí jenom na sebe jako Fiala a jeho banda v politice,Nemají snahu se pokusit o to aby v této republice bylo dobře a myslí jen na sebe co z toho vytřískají ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_263dVwI55win2ym,KSCM,"Myslíme na téměř všechny lidi aby se měli dobře.Je zbytečné,aby měl někdo zbytečně hodně,když ani neví kolik toho má na úkor pracujících.",Nechápu je.Není s nimi možný dialog.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_87pcy6xI6HqCqLT,,zrovna mě žádná slova nenapadají,nenapadají mě vhodná slova .či vyrazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2ZVQKBUrrarpcGc,ANO,na společné vlně porozumění,jsou to lidé bez větších znalostí politiky,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8hF7agyxdnVvI5b,SPD,no kdyz maji stejny nazor tak si pokecame bez dohadu,nevadi mi kazdy ma svuj nazor tak toma byt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_22hBT72jeaLDkxD,ANO,"Pokud když budou u moc mi bude stačit,že splní to co slibovali.","Můžou se v názorech lišit,na to má každý právo.Ale nesmí tento názor měnit ,až když je u moci.Hodně mě vadí,že před volbama měli jiné názor a falešné sliby,které po volbách nedodrželi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2OSCCRuh0DwddSh,ANO,"Jako lidé, kteří jsou starší, něco už zažili, prožili éru komunismu, kde byl život klidný, nebylo
tolik feťáků, bezdomovců a kdo pracoval, měl dá se říci vše potřebné pro spokojený život až do důchodu. A nyní je vše úplně obrácený život než tehdy...","Jsou to většinou lidé prospěcháři kteří za komunizmu dostali možnost získat vzdělání a po změně v roce 1989
se přidali na stranu těch co se dostali na vysoké vládní místa a pak vlastně měli cestu k drancování zcela otevřenou.
A celkem rychle se jim dařilo naše soběstačné hospodářství které nám zanechali komunisti vytunelovat až do nynější podoby.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8lrtBOljZeWqMvd,KDU-CSL,"Lidi, kteri neslysi na populisticke reci. Veri, ze budoucnost se nevyresi sama, musime se starat uz ted, kam sd budeme vyvijet. Vztahy s komunistickymi a autoritativnimi staty jako je cina a rusko nejsou mozne ",Opak odpovedi predesle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2noahcEvJygYA1Z,KSCM,"Záleží jim na spokojenosti většiny občanů. Jde jim o světový mír, spravedlnost a rovnoprávnost.","Podporují rozbroje mezi lidmi a národy, aby na tom vydělali. Neštítí se žádného podrazu, lhaní a vraždění.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_276WRpt2Nd5aLc4,,Asi se taky moc o politiku nezajímají ,Jsou asi movitější a na jiný životní úrovni ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2ZQAvo0U8xVY1MJ,,Jsou neutrální mají svůj názor za kterým si stojí,Že je politika zajímá ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2D2iNkjBATw0Ppo,STAN,"Takoví lidé se chtějí mít dobře, ale politiku moc neřeší, protože jí vlastně moc nerozumí. ",Rádi se baví o politice a na vše ohledně politiky mají jasný názor. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_24O8uRUQbvobXpS,ANO,Nevím Nevím Nevím Nevím!!!!,Nevím je to jedno !!!!!!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_8z5Evhje0EXzaqa,ANO,Nevim jak bych tyto lidi popsal,Nevim jak bych takového člověka popsala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8oLWKV3OGobibTO,Pirati,"netuším, jak je popsat, protože takoví lidé mě nenapadají","netuším, takhle mě nic nenapadá a nechci tu ani na nikoho házet špínu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_8dSddhbwRLhEYWZ,,Neřeším. Každý má svůj názor,Neřeším. Každý má svůj názor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2hLk09sIAJ2GXQN,,"Měli by mít sociální cítění, považovat si svobodu (slova, možnosti se v životě uplatnit, cestovat, vážit si toho, že nejsou perzekuovaní jako před r.89","Někteří lidé vzpomínají na dobu před r.89 a dokáží posoudit jen co co stálo, nař. rohlík apod. Že nemohli do ""kapitalistické ""ciziny nebo byl nedostatek určitého zboží, ať už potravinářského či průmyslového, to si nepřipustí.S některými názory nebo řešeními u různých stran nesouhlasím, rozhodují okolností.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8lQLiDSVwaSCuaZ,ANO,řešení ekonomiky a migrace,zahraniční politika a zelená energie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2ConcV8gMzJ9fd7,SPD,Úplně normálně uvažující lidé,Buď jsou zaslepení nebo očekávají vlastní prospěch bez ohledu na celkovou špatnou situaci ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2FQE6s2wBjDKrPT,ANO,Normální obyčejný člověk s nízkými financemi,"Jsou to úplně stejní lidé, jen s jinými názory, myslím si, že se v ničem neliší",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8F3s4nunP2oVzI1,KSCM,Nemám názor jelikož nedělají nic,Nemám názor jelikož nedělají pro ČR nic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8MKhPf2S9pdXhOp,ANO,rozumný a ví co chtějí nechtějí se podrobit západu a hlavně usa a rozhodovat sami o stabilizaci naší republiky bylí jsme špička ve světě a dnes nás spolkly různé korporace a všechny získy těchto firem jdou mimo naší republiku je toHAMBA,mají obdobné názory jako já,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2zASbiD3eJjz3pp,,Spokojený radostný lidé Kteří se radují že života,Závistiví plný zloby naštvaný na celý svět,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8ea5rOquYMEbm8x,ANO,opatrnějši zdrženlivý pesimistický  nedůvěřivý,arogantní optimističtí svérázní cílevědomí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8AwEYo7aBOzs2Kl,ANO,"Stejné zájmy,poměry, vzdělání pohled na svět ","Jsou z jiné sociální vrstvy.málo vzdělání, nezajímají se o deni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2qghpv1mFI3tVs8,SPD,"Lidé kteří mají stejný názor jako já. Neznamená to, že bych je měla radši.","Jsou to lidé, kteří mají jiní názor než-li já. Ale neznamená to, že bych jimi nějak opovrhovala.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_85sXgGi5U4joyys,Other,"naprosto obyčejní lidi, kteří chápají jak je život složitý, že to bez peněz nejde, ale zároveň nejsou peníze všechno. Chtěli bychom mít více volného času na své děti, koníčky, mít možnost jet na dovolenou, vybavit si dům tak jak skutečně potřebujeme, ale bohužel.... Jsou to lidi, kteří nepohrdají ostatními lidmi, tím, když mají lidi více dětí, jezdí ve starších autech, nenosí značkové oblečení. ","Takové lidi mám kolem sebe. Řekla bych, že jste o lidi velmi bohaté, mají se velmi dobře, neřeší reálné problémy existence, hodnota peněz jim nic neříká, jsou penězmi zkažení, bezcharakterní, sobečtí, snobští, na lidi ""chudé"" se koukají zvrchu, pohrdají jimi. ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_24Bfi8VkPsEFIfH,SPD,"Když nemusím,tak se o politiku nezajímám,mám svých starostí dost,tak tím pádem mě lidi okolo ni neberou..",Nevím co o nich napsat..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_24M17FU63tcY6XL,,kazdy ma svuj nazor jestli pujde volit nebo ne,ze chodi volit a ucasni se voleb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8OGzFc1CF59NOMv,ANO,"Stejné cíle, zájmy, stojí za svým nazirem","Mění názory, nepřijmou jiný názor, napadají, uráží",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8CDgE4UPYPuHVwB,Pirati,...........................................,.............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8Ezswnvampf5fKY,ANO,nevím nemám co popsat o podobnosti,neznám takové lidi tak nemám co popisovat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8t3SsuSebq6Ym8h,ANO,S takovými mohu diskutovat o problematice ,"Každý má právo svobodně se rozhodnout,nikoho nesoudim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2VdWhxzn6PYM626,,"Věkové mladší (18-35), queer, studující, z větších měst, vzdělání nebo studující ","starší, nejspíše nevzdělaní, bez dobře placené práce, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_8RrdFcq6M274n05,Other,"Uspěšní, spokojení, rozumní, ","nespokojení, smutní, jednodušší",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8QqX3CvogCLYSCR,,konzervativni narozené na přelomu 1990,žijou v jiném světě...nejsou empatičtí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2KkdymVEljyksEh,,absolutně netuším co napsat,nevím nevím nevím nevím,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2FywwtYzHX2jhdj,,Rozum na správném místě  mají otevřené oči ,Jsou stejní jako já ale jsou ovlivněni,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2eE7Au1zl5oQu0p,ANO,Nevím neznám nikoho takového ,Nevím někom neznám v mém okolí ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2qEvvMdKhsiDjy8,ODS,Jsou na jedné vlně jako já.Mají stejný nebo podobný názor.,"Každý má volbu svého názoru.Mikomu ji neberu.Nelze někoho přesvědčovat,je to jeho volba,kterou má.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8IRySE683EKVeH8,STAN,"Jsou to lidé, se kterými dokážu mluvit",Každý má právo na svůj názor. Já  ale tyhle lidi nedokážu pochopit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2815nJgj6UJb30d,SPD,"nevím nedokážu posoudit,celkově .",nevím nedokážu posoudit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2hAeYPTk7jcFVaw,,Lidi bez zájmu o politiku,"Já se o politiku nezajímám , takže odlišká osoba je osoba , se zájmem o politiku.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
