respondent_idx,mds_dim1,mds_dim2,party,ingroup_text
411,-0.6892532983889749,-0.3880411452207253,Unknown,"Otevření, milý, vnímavý a neodsuzuji"
412,0.3420641816316314,0.691584125418956,Unknown,Nasraný člověk na celou vladu
413,-0.7325746120585833,-0.14065116368523387,STAN,Většinou inteligentní lidí dobre zaopatření 
414,-0.6653939124444623,-0.309723529692341,KSCM,Dokáží přemýšlet nad politickými věcmi a nenechají se nachytat a nalákat lžím které říkají v televizí nebo politické strany 
415,0.5978809283103712,0.5076718377990808,STAN,"Vzdělaní, méně dětí, ekonomicky zdatní "
416,-0.32217982189437966,-0.6871815331295591,Unknown,"nezajímám se o politiku, "
417,0.34590130514124395,0.07499662684135143,ANO,"Především starší lidé, kteří předrevoluční dobu zažili na vlastní kůži a ví o ní své. Neovlivnění tendenčními názory jedinců, kteří stále mluví o prohřešcích 50. let, tehdejší nesvobodě, plotech na hranicích /mimochodem nyní se staví znovu a v daleko vyšší míře/, zlatém kapitalizmu atd."
418,0.12856906298862625,0.6678481914920742,Unknown,"Absolutně je nezajímá, kteří idioti nám budou vládnout"
419,-0.5439311664843223,0.5645650043753149,KSCM,"Solidární, nezkorumpovaní, znalí, agilní, vstřícní, ochotni diskutovat, pravdivě argumentovat."
420,-0.3514316037703882,0.6375214792693813,ANO,maji radi svuj život a politiku
421,-0.42903912033329733,0.663738522178603,ODS,vzdělaní a znalí lídé. mmmm
422,-0.7497580796071799,-0.22695506819810832,Other,normálně uvažující jedinci které nelze opít předvolebními sliby
423,0.15432521691099185,0.6619298077522714,Unknown,"Zlatý střed, který smýšlí jako střední třída a která chce normální život."
424,0.3304105311681357,0.2350012731033303,ANO,"Z politických stran si není možné vybrat, hlásají, co chtějí lidé slyšet, ale jakmile jsou zvoleni, na vše zapomenou a jdou cestu k získání prospěchu pro sebe. Volím cestu, menšího zla a volila bych ANO."
425,-0.32900213159206065,0.7219819300936098,Pirati,"Podobne vnimani situace, podobna minulost, zajimave, narodnodst"
426,0.294763324876375,-0.2701696795030713,ANO,Lidé ze stejné sociální bubliny...
427,0.1075711215985473,0.21489328377720293,ANO,"Důchodci ,lidé,kteří pracují a mají podprůměrný plat"
428,0.030304830611652206,0.7397949308908833,KSCM,"levicově zaměření, mají sociální cítění."
429,-0.6727650759907339,0.13288030621864985,Unknown,"nevím 
myslí si, že piluticibjsou jedna verbež"
430,0.13528456617046328,0.770020750572277,KSCM,stejná krevní skupina se stejnými názory
431,-0.5246653453525687,0.27046380133200437,ANO,"Pozitivně myslící lidé,kteří jdou za za svými myšlenky a činy. Stojí si pevně za svými představami a řídí se jimi. "
432,-0.38116733756564647,-0.5870136792873697,Unknown,"Neutrální, nezajímají se o politiku ani o problémy jiných lidí "
433,-0.0399756137531717,-0.7527920458824519,Unknown,Nevim kdo je nejvice pdodbny 
434,-0.6909712130918809,0.38768409865889775,ODS,Je to moje krevní skupina a rozumíme si
435,-0.7549596561719564,-0.045250300540459996,ODS,"Je to stejné,jako u předchozí otázky,nelze říci na první dobrou ten je takový a ten makový."
436,0.7651676782864968,-0.055335462383137565,SPD,S takovimi lidmi si více rozumím 
437,0.5897551281614671,-0.5287186369379959,Pirati,Městské vzdělané obyvatelstvo jež se aspoň trochu orientuje v základních politických bodech a otázkách 
438,0.6842252855036675,-0.16277937544498583,ANO,Snaží se řešit problémy a vnímají vse co se děje okolo nich 
439,-0.5895983090406817,-0.4897669634921084,ANO,Nevim  sto lidí sto nazoru
440,-0.019778903769292755,0.5956868016654298,ANO,Sympatický lidi mají rádi kdys jse snimy rovná na rovinu a nemají rádi jenom sliby
441,-0.07493999127212288,0.15163185003867222,ANO,"Jsou to lidé kteří se živí poctivou prací, nemají lehký život "
442,0.44672744238214795,0.18759719985464887,ANO,"Neřeším ostatní lidi,ale jsem ráda,že mají stejný názor "
443,-0.2957840998659352,0.5170300857902581,ANO,"Lidé,co věří,že bude líp a že se na to najdou peníze.Lidé co věří,že začnou vládnout odborníci."
444,0.6321596880593471,0.37040627330092224,KSCM,"asi neexistuje jedna šablona stanovující ""tyto lidi"""
445,-0.46310671253209246,0.6327608594167334,KSCM,nevim nemuzu posoudit kazdy je jiiny
446,-0.33082160429486257,-0.5831233020247298,ANO,Neni jim jedno co se deje s nasi spolecnosti nejsou mi jedno duchodci a to jak je ted ozebracuji po tom vsem co pro nas vsechny delaly a udelaly
447,0.178422335234828,0.389792721385494,SPD,"Vlastenci,lidé kteří nechtějí zaprodat svou zem a být ve vlastní zemi otroky."
449,0.06487973178461091,0.20407906134396936,ANO,"To jsou lidé, kteří chtějí spravedlivé zacházení ve všech oblastech."
450,0.41905567223731294,0.38066595212394727,ANO,"Lidé střední třídy,kteří se bojí budoucnosti"
451,0.6583783264997922,0.1586044446074651,Unknown,Dnešní politika je úplně mimo nezáleží ji na nás a hrabou jen pro sebe a řeší Ukrajinu 
452,0.49298151173748417,-0.6031584950004479,SPD,Umí rozlišovat mezi dobrými úvahy a skutky a negativními.
453,-0.005567155964237877,0.11694729235298015,Unknown,"Jsou to lidé, kteří mají reálnou představu o životě."
454,-0.21297968128533856,0.4911423890406459,KSCM,lide kteri vnimaji politickou situaci stejne jako ja jsou lide kteri jsou mi sice blize nez opacna strana lidi ale ani druhou stranu neberu kriticky kazdy ma pravo na svuj nazor
455,0.39327591452505267,0.5123599224224851,KSCM,pracuji pro lidi a stat!!!!!!!!!!!!!!!!!!!!!!
456,0.2772380289607044,0.12510887981765006,KSCM,"Ti lidé, kteří umí vyslechnout názor voličů jiné politické strany. Kteří umí opačný názor vysvětlit, proč je důležitá změna a z jakého důvodu, "
457,0.6653277538808442,-0.41534654501487045,SPD,"hodně pamatují, prožily zlé i dobré"
458,0.5141823119283152,-0.3707585552265744,STAN,"Nevím, o politiku se moc nezajímají, ale ví, že vláda komunistů bylo to nejhorší, co nás potkalo."
459,0.23953971350762984,-0.45254617672452946,ANO,"jsou starší něco zažili narodii se o něco dříve než 1989 a pamatují si že v ČR bylo zdravotnictví,léky, školy zdarma, stát pomáhal a staral se o vše - chudým,nemocným,starým,invalidním, všichni museli pracovat jinak šli do basy, dáky se nerozdávali jako dnes , uprchlíci tu nebyli,nebylo tolik kriminality, lidi více tahli k sobě ,byli vstřícní,ohleduplní,laskavý,milý,ochotný,pomáhali nezištně- dnes je vše pravý opak "
460,0.15256648377997298,0.1388327006032932,ANO,Lidé s vysokým morálním kreditem.
461,0.015993163504477943,0.5096218055294328,ANO,To jsou normální lidi. nejsou to kariéristé a mají sociální cítění
462,0.6021731388020035,0.46654788254945345,Unknown,Politika je svinstvo a nikdo nic nezmění 
463,-0.45575055610240633,0.07824562044283222,ANO,Takoví lidé by měli pochopit život jak je v dnešní době pro všechny těžký a měli by zvýší důchody minimálně na 500 korun a nedávat to na 360 nebo 320 jen zvýšení. Pro všechny je to tak málo že to v dnešní běžné době nevystaci ano na jídlo než tak na běžné životní potřeby běžného člověka a ti co jdou ve vládě tak by se měli nad sebou zamyslet že zvýšení platu není tak akutně velké ze to nemusí ani byt
464,0.635927818083106,0.267208266243921,ANO,jsou zodpovední ke svemu statu i životu
465,0.13817618205273044,0.5654790892801479,SPD,Normální lidi co mají mozek 
466,-0.5982306252482504,0.27468422403834536,ANO,mají o dění přehled a nevnucují tlekem své názory jiným
467,-0.4435271450166085,-0.418119537427189,ANO,Vnímají názory stejně jako ja
469,0.31631837621430514,-0.716886489219777,Unknown,Každý volí dle svého uvážení 
470,0.5420028615116418,0.16510809859050068,SPD,"Vlastenco, ČR mají na první místě. Chtějí referendum o vystoupení z NATO a EU, protože ten projekt nás jen ničí. Diplomacii uznávají celosvětovou, nikoliv jen prozápadní. Vidí očima spravedlivého sociálního smíru, tak aby se všem dařilo dobře a nikdo nestrádal."
471,0.5262323074112348,-0.139828932106312,Unknown,"Nejsou konfliktní, dokáží problém vyřešit a jsou ústupní"
472,0.37188635250971463,-0.11980912150348531,ANO,Takový lidé jsou mi velice sympatičtí.
473,0.06631611182089005,-0.7181453179474072,ANO,Nevím  o politiku se nezajímám 
474,-0.5594870585266962,0.3043811540592085,ANO,mají stejné smýšlení jako já
475,0.3763755277967435,0.22474166666628198,Other,obyčejní lidé jsou mezi nimi špatní i dobří
476,0.2613687659559717,-0.5822155741690437,Other,"všechno  co  se  zdraží pro lidi,  ať už  služby,  potraviny, daně  bez protestů musím  platit ať se mi líbí  či nelíbí  tento  špatně zavedený systém"
477,0.011014202341164285,0.037151979513713726,Unknown,"Jsou to lidé, kteří jsou podobného ražení jako já"
478,-0.31993598423516856,-0.2587774521588487,KSCM,"LIDÉ MÉHO RAŽENÍ JSOU VLASTENCI,LIDÉ SE ZKUŠENOSTMI.MY NECHCEME UBLIŽOVAT JINÝM POKUD NEUBLIŽUJÍ NÁM.MÁME SMYSL PRO RODINU A PROTO MÁME RÁDI SVÉ DĚTI A ABY MOHLI ŽÍT PŘEJEME SI MÍR. MÁME RÁDI TUTO PLANETU!"
479,0.6826040573561664,0.24740099707590615,ANO,nevím nerozumím tomu a nechci odpovídat
480,-0.5958040799842932,-0.009801724179213905,ANO,"Lidé, které politika moc nezajímá a moc jí nezajímá."
481,-0.07992802887388382,0.41290684967636965,Unknown,Normální český lidé kteří žijí normální život.
482,0.7105728273560172,-0.05480113902263626,ANO,"Lidé s nízkými příjmy , prodavačky , důchodci , invalidní důchodci."
483,-0.13290037766468132,0.5627394648256456,ANO,"Normální, obyčejní a čestní lidé."
484,0.40919103893407194,0.4456395786007729,ODS,Jsou na tom finančně velmi špatně. vládá nepomáhá
485,0.5593132763978478,0.28037642620205305,Other,Mají přehled a nedají se oblbnout. Mají svůj vlastní rozum a přehled....
486,0.07311171667440224,0.4565097695981329,ANO,"Voliči kteří něco v životě dokázali a nepotřebují rady,, politiků "" kteří jsou ještě horší nežli oni. "
487,0.3943155402320731,-0.41737710643493436,SPD,"Jsou mi sympatičtí, rozumíme si."
488,-0.3080535789451663,0.11488841421127494,SPD,Rozumné lidi kteří nemyslí jenom na sebe jako Fiala a jeho banda v politice
489,-0.4252880187698177,0.4796000229823813,KSCM,"Myslíme na téměř všechny lidi aby se měli dobře.Je zbytečné,aby měl někdo zbytečně hodně,když ani neví kolik toho má na úkor pracujících."
490,-0.3828225560352032,-0.7025110739584617,Unknown,zrovna mě žádná slova nenapadají
491,0.7866412042945077,-0.125597229500011,ANO,na společné vlně porozumění
492,0.7493330739152816,0.00532283568179495,SPD,no kdyz maji stejny nazor tak si pokecame bez dohadu
493,-0.7146496243767332,-0.07491788066294458,ANO,"Pokud když budou u moc mi bude stačit,že splní to co slibovali."
494,-0.3173743434747666,-0.008720264351951985,ANO,"Jako lidé, kteří jsou starší, něco už zažili, prožili éru komunismu, kde byl život klidný, nebylo
tolik feťáků, bezdomovců a kdo pracoval, měl dá se říci vše potřebné pro spokojený život až do důchodu. A nyní je vše úplně obrácený život než tehdy..."
495,0.5015426565304565,0.4926884958745107,KDU-CSL,"Lidi, kteri neslysi na populisticke reci. Veri, ze budoucnost se nevyresi sama, musime se starat uz ted, kam sd budeme vyvijet. Vztahy s komunistickymi a autoritativnimi staty jako je cina a rusko nejsou mozne "
496,0.7386035968300841,-0.10841211067472326,KSCM,"Záleží jim na spokojenosti většiny občanů. Jde jim o světový mír, spravedlnost a rovnoprávnost."
497,-0.2387351118084601,-0.6834108047201028,Unknown,Asi se taky moc o politiku nezajímají 
498,-0.3534191954412598,0.3701181534677621,Unknown,Jsou neutrální mají svůj názor za kterým si stojí
499,-0.5281111235962861,-0.05102609610315328,STAN,"Takoví lidé se chtějí mít dobře, ale politiku moc neřeší, protože jí vlastně moc nerozumí. "
500,0.34241951087288397,-0.6799605567296259,ANO,Nevím Nevím Nevím Nevím!!!!
501,-0.4203255061385299,-0.5581289728583513,ANO,Nevim jak bych tyto lidi popsal
502,-0.4739261752793633,0.3487349462823027,Pirati,"netuším, jak je popsat, protože takoví lidé mě nenapadají"
503,-0.6387050157395884,0.2879605658521189,Unknown,Neřeším. Každý má svůj názor
504,0.6574052237844586,0.0262621877925634,Unknown,"Měli by mít sociální cítění, považovat si svobodu (slova, možnosti se v životě uplatnit, cestovat, vážit si toho, že nejsou perzekuovaní jako před r.89"
505,-0.06104145692675506,-0.7947420534472841,ANO,řešení ekonomiky a migrace
506,-0.19744983140266134,0.6250528062222424,SPD,Úplně normálně uvažující lidé
507,0.5364149594477605,0.5382014851448299,ANO,Normální obyčejný člověk s nízkými financemi
508,-0.1938917013116938,-0.6718290841675891,KSCM,Nemám názor jelikož nedělají nic
509,-0.7160665777637296,0.0702715958474466,ANO,rozumný a ví co chtějí nechtějí se podrobit západu a hlavně usa a rozhodovat sami o stabilizaci naší republiky bylí jsme špička ve světě a dnes nás spolkly různé korporace a všechny získy těchto firem jdou mimo naší republiku je toHAMBA
510,-0.0017226334055710866,0.2822065697279166,Unknown,Spokojený radostný lidé Kteří se radují že života
511,0.6162516011955083,-0.5142197014594927,ANO,opatrnějši zdrženlivý pesimistický  nedůvěřivý
512,-0.3496036867940579,-0.6667258353505257,ANO,"Stejné zájmy,poměry, vzdělání pohled na svět "
513,0.22101326342536953,0.12788357390630367,SPD,"Lidé kteří mají stejný názor jako já. Neznamená to, že bych je měla radši."
514,-0.18062733285149976,-0.1654611672743408,Other,"naprosto obyčejní lidi, kteří chápají jak je život složitý, že to bez peněz nejde, ale zároveň nejsou peníze všechno. Chtěli bychom mít více volného času na své děti, koníčky, mít možnost jet na dovolenou, vybavit si dům tak jak skutečně potřebujeme, ale bohužel.... Jsou to lidi, kteří nepohrdají ostatními lidmi, tím, když mají lidi více dětí, jezdí ve starších autech, nenosí značkové oblečení. "
515,-0.5602788557783316,-0.30095731660198155,SPD,"Když nemusím,tak se o politiku nezajímám,mám svých starostí dost,tak tím pádem mě lidi okolo ni neberou.."
516,0.7598308292635909,0.1041903774427335,Unknown,kazdy ma svuj nazor jestli pujde volit nebo ne
517,-0.5966867843391834,0.4987106735847322,ANO,"Stejné cíle, zájmy, stojí za svým nazirem"
519,0.37321032824527506,-0.6472804735448705,ANO,nevím nemám co popsat o podobnosti
520,0.6744871671338111,0.4180995210082071,ANO,S takovými mohu diskutovat o problematice 
521,-0.5962151801819191,0.45499593478535655,Unknown,"Věkové mladší (18-35), queer, studující, z větších měst, vzdělání nebo studující "
522,0.6680562005816824,-0.38841165837078245,Other,"Uspěšní, spokojení, rozumní, "
523,-0.7535477991860593,-0.28473088838343114,Unknown,konzervativni narozené na přelomu 1990
524,0.6792521051982172,-0.41781249868443465,Unknown,absolutně netuším co napsat
525,0.06241161941348786,0.7254323021550431,Unknown,Rozum na správném místě  mají otevřené oči 
526,-0.4791716061383832,-0.5922648957862521,ANO,Nevím neznám nikoho takového 
527,-0.33714538832840873,0.45409434507896007,ODS,Jsou na jedné vlně jako já.Mají stejný nebo podobný názor.
528,-0.13923740478533123,0.418427714251609,STAN,"Jsou to lidé, se kterými dokážu mluvit"
529,-0.07239082632213947,-0.7687219017955269,SPD,"nevím nedokážu posoudit,celkově ."
530,0.5084037904073002,-0.21643398046134427,Unknown,Lidi bez zájmu o politiku
531,0.07541783020752518,-0.3130296070004203,Unknown,"Nevím mám rád lidi kteří jsou realisti,jsou v pohodě a nad věcí. Politika je jaká je a drtivou většinu toho my stejně nezměníme."
532,-0.20146249645441958,-0.700754552313732,Unknown,"o politiku se nijak zvlášť nezajímám, unavuje mě"
533,0.46214306169085173,-0.539773591436064,STAN,zaměstnanci střední třída
534,-0.7105431931346182,0.19072758616133936,ANO,není jim lhostejná situace naší země
535,0.13304906710259903,0.604939588782307,ANO,"Nebudu je dělit na třídy, ale v širokém spektru oa těch nejchudších i po dost majetné, vládne názor, že současná politika a politici, dostali zemi do vážných ekonomických i bezpečnostních problémů. Veškerá opatření, která příjmají jsou asociální, rozpadá se průmysl, nejen vinou greendealu, ale i nekompetentními rozhodnutími v ekonomické otázce. Papouškování příkazů z Bruselu a USA, příjmání sporných rozhodnutí z Bruselu, která nemají opodstatnění.prostě názor lidí je, že tato vláda vede zemi k bankrotu"
536,-0.04639287291839909,0.10095868800698539,ANO,Jsou to lidé kteří souhlasí s našimi názory.
537,-0.2167467712984468,-0.3405762553670089,ANO,"Pracující člověk od 18 let, starající se celý život poctivě o svou rodinu. Když bylo potřeba tak pracoval i přesčasy. Nikdy nic neukradl a snažil se žít co nejpoctivěji. A když začal mír problémy se zdravím, tak kdyby neměl známé, jistě by už dnes byl ochrnutý. Tak se k němu chovali doktoři, jak praktičtí tak specialisté.Dnes už tři roky čekám na potvrzení invalidního důchodu č.1 a rok mám již nárok na invalidní důchod č.3.ČSSZ na mě sere, každý měsíc volám na úřad kdy mi konečně pošlou peníze, které mi náleží a nikdo mi nic konkrétního neřekne. Od letošního března pobírám prozatímní důchod 9 700,-Tak myslíte že by se mi toto mohlo stát před rokem 1989?Odpovim Vám sama, nemohlo. Tehdy vláda na svoje lidi nekašlala. Možná kdybych byla Ukrajinka tak by se nás stát o mě postaral lépe. Dnes se tu mají dobře pouze zloději a vláda pana Fialy a nejhoršího prezidenta všech dob Petra Pavla.Uz nevědí, kde by nás okradli.Ale věřím že když vyhraje pan Trump v Americe volby , půjde to i u nás k lepšímu a konečně se u nás udělá pořádek hlavně nahoře.Protože kažé hovno padá dolů."
538,0.5670577819258531,0.5387535768088296,ANO,každý svého strůjce štěstí
539,0.26894443280100017,-0.7287462257247131,ANO,"
 stejný level, ochotní komunikace s ostatními"
540,0.4859346379506201,-0.5802828751185142,ANO,"Neumím to popsat,protože se o politice nebavím mimo manžela"
541,0.7810430094607757,-0.10024793408778332,ANO,"To záleží na okolnostech ,jinak neví"
542,-0.06677063071486275,0.048731920915273064,Pirati,Jsou to lidé vnímaví citlivý velice empatičtí jsou to lidé pokorní kteří politiku sledují a politiky hlídají
543,0.5690037808641212,0.020636689598259025,Unknown,"Takové lidi neznám, protože s ostatními politiku neřeším. "
544,-0.4826002492421141,-0.5454001931195527,ANO,Lidi z běžného života co žijí skromně a rozumně
545,0.41470012240077364,-0.3197758182323896,ANO,Sympatizanti a objektivní lidé.
546,0.04105496204723283,-0.694798750824771,SPD,"Nevím,o politiku se vůbec nezajimam "
547,-0.06541381151735791,0.6187361567968976,Unknown,"rozumně myslící,lidé co chtějí spravedlnost pro všechny občany ČR"
548,0.031847064546932244,-0.2918712547553355,ANO,"Mají stejné názory, nemají asi hodně peněz navíc, aby jezdili 3x do roka do zahraničí i když samozdřejmě jsou i tací, kteří peněz mají dostatek. Je to jen o názorech, které mame stejné a tím pádem by jsme si i rozuměli. Ale i s takovýma lidma bych se na téma politika, nepouštěla"
549,0.5087551922994827,0.6184619417323185,ANO,nejlepší politik adrea babiš 
550,0.6470505783850117,-0.23598598632206033,ANO,"Flegmatici,bez zájmu o politiku. Apolitická"
552,0.6688155127197289,-0.42504131107434967,Unknown,"Někdo, s kým si pravděpodobně rád popovídám"
554,0.5748981524152752,-0.26441979162324925,ANO,jsou rozumní a myslí na dobro všech
555,0.17363078273958785,-0.1959431199479716,ANO,"Lidé co mají rozum a nevolit takové k,****y jako jsou ve vládě teď. "
556,-0.5802888144995526,-0.5227171012972567,ANO,nevim co napsat k tematu..
557,-0.565059179093296,0.01584708018958484,STAN,"Mají rádi svobodu a respektování jiných lidí, společností a názorů. Jsou ochotni hlůedat kompromis s jinými lidmi. "
558,-0.6981664375582917,0.3223688191525482,STAN,nevim nadokazu posoudit nekoho kdo muze me byt podobny
559,-0.1349372789738369,0.24913345868232312,STAN,Jsou to obyčejní lidé kteří nevyhledávají konflikty mají rádi i ostatní spoluobčany kteří se řídí selský rozumem a a nechtějí násilí ani válku !
560,0.13389609005722164,0.1702229487408906,ANO,"Tom jsou lidé kteří se musimoganet aby vyšli s příjmy které mají,zdravotni péče jde taky s prominutím do háje 😒a mladší generace mají co dělat aby vu by ex utáhli výchovu dětí bydlení a vzdělání a to nezmiňují samozivitelky které nemají možnost ranních dne aby mohli skloubit děti a práci.politici si přidávají na platech.👿a mladí.diky ním nemají malém ani na živo by yti"
561,0.6608044524014669,0.34387426273149535,TOP09,Nechtějí aby jim všechno někdo strkal až pod nos. Nejde je snadno opít rohlíkem. Váží si svobody.
562,0.32710051053906586,-0.2169994583873699,TOP09,"Jsou to ti kteří nezapomněli vlastní historii, rodiny, příbuzných a vlastního státu (zemně), umí rozeznat příčiny občanských jevů a zároveň jejich důsledky. Dále vyznavači demokratické společnosti a křesťanských hodnot (desatera). Kteří odolali v době totalitní lákání (přemlouvání) ke vstupovaní do strany KSČ. Zvlášť sympatičtí  jsou  ti kteří v době totality odmítli platit „dobrovolnou“ známku solidarity organizovanou odboráři tj. ROH ve svém zaměstnání. (pro neznalce - je to známka vlepovaná do členského průkazu ROH, výtěžek měl být použit na podporu zahraničních odborářů mimo RVHP. Nikdy jsem se nedozvěděl kolik peněz bylo vybráno a na co byly tyto peníze použity. Přestal jsem to platit v době pádu letadla nad městem LOCRBÍ v Anglii. A nebyl jsem sám. "
563,0.08690858500376579,-0.5947713186154557,KSCM,"Myslím si že takovým lidem záleží na české republice a že jim vadí korupce a rozkrádání našeho majetku i když už ho moc nezbylo. Vadí jim nadvláda Ukrajinců u nás doma, jejich protěžování a to že se na naše lidi kašle"
564,-0.278259801562105,0.7208646601243988,Unknown,i kdyz vyhraje naka strana nic se nezmeni
565,-0.6786613682933066,0.3585454624946335,ANO,"Vyměníme si názory a budeme si rozumět, sjednotime rozhovor "
566,-0.25647613377084816,-0.1297044489164618,ANO,Jsou to lidi kteří ví o čem je život a kdo je pro lidi
567,-0.08409421870845736,-0.6095457586415294,Pirati,"Lidé s podobným pohledem na politiku a společenské problémy bývají otevření změnám a podporují rovnost a svobodu jednotlivce, zároveň ale kladou důraz na zodpovědnost a konstruktivní diskuzi"
568,0.1699617051792718,0.07127974908463332,ANO,"Jsou to lidé, kteří mají stejný názor jako já. Nemám k nim žádný výhrady. Každý volí sám za sebe. Určitě se s nimi lépe spolupracuje. "
569,0.5337032943466747,0.4360186827478162,Other,"Sere je, že všichni ti kokoti co rozhodují o obyčejných lidech, o tom kolik budou mít peněz, jestli budou mít vlastní bydlení a tak dále, maj jenom plnou držku líbivých keců a po volbách se na ty obyčejný lidi z vysoka vyserou!"
570,-0.05280731504401267,-0.49069826903517755,ANO,JSOU TO MOJI NEJLEPŠI KAMARADI
571,-0.6254524870082285,0.2749080812460318,SPD,"podobní jako já, stejné názory"
572,-0.6372014958850806,-0.4908357077134762,ANO,"klidni ,zkuseni ,tolerantni"
573,0.20769611453284495,0.26150435450990317,ANO,Lidé kteří chtějí aby už se konečně něco zlepšilo k lepšímu aby bylo viditelné a hmatatelné že tento stát pro lidi něco opravdu dělá
574,0.6654013791339528,-0.03843471421310419,STAN,"Kapitalisté, co se o sebe dokážou postarat bez pomoci státu ( nebo minimální pomocí). Co chápou, že když se přidají peníze nějaké skupině obyvatelstva, tak budou jinde chybět. Co nechtějí navyšovat státní dluh."
575,-0.7172745824570214,0.30235783927249127,ANO,"Pravicově založení realisté. Pragmatičtí, kterým jde o udržení ČR v ekonomické způsobilosti."
576,0.6956471453525052,-0.02606687735998772,ANO,"Pracující ponejvíce pracující fyzicky za podprůměrný plat, kteří se snaźí finančně zajistit rodinu."
577,0.04219272646478373,0.33127995121499193,Unknown,"Jde o lidi, kterým je politika proti mysli stejně jako mě. Politici mi připadají jako loutky, které jsou pro peníze schopni prodat i své dítě i přesto, že když do politiky vstupovali byly jejich názory opačné. "
578,-0.6893399238432524,0.15585398310005463,SPD,"Jsou vystresovaní ze špatné politické situace. Vnímají morálku národa a mezi lidské vztahy za velmi zhoršené. Odchody do důchodu v nedohlednu. Důchodová reforma (zoufalství)........ 
"
579,0.5849998316363424,0.02900917331208887,Other,všechny lidé  kteři se bavi politikou 
580,0.7153277527537745,0.239890378087903,ANO,nechci nic popisovat ani mne to nezajima
581,-0.5171570447691919,-0.3800975195898591,Unknown,"O politiku se nějak hlouběji nezajímám. Nikdy jsem nebyl volit, protože mi přijde, že ať je tam kdokoliv, tak je to neustále stejné. Skoro na každého se již objevila nějaká aféra a politikům se všeobecně nedá moc věřit. Viz Babiš, který prohlásil před pár lety, že když nevyhraje volby, tak v politice končí. A je tam stále. Také prohlásil, že nikdy nebude kandidovat na prezidenta...
Jediný politik, kterého mám rád, je náš hejtman Kuba."
582,0.19997534727587854,-0.4750102854486972,Unknown,"Jsou vstřícní a ochotní o daném problému komunikovat, jsou tolerantní, jednají s rozvahou"
583,0.654013593086829,0.432318028571589,ANO,"používat svoji hlavu v názorech a postojích ve všem, raději vyjádřit řešení či postoj až druhý den, neřešit otázku zbrkle"
584,0.16099493900362558,-0.5000738950806215,ANO,"Nevím. Neřeším takové věci, nedokáží lidi škatulkovat a popsat. Jsou to jednotlivci"
585,0.4250103061518858,-0.4327465496511364,Unknown,"Lidé s podobnou společenským postavením, přátelští "
586,-0.7813654522187421,-0.10597530891762097,Other,Mladí konzervativci co nepodporují extra progresivní věci 
587,-0.10412964630733723,-0.7710102682801918,STAN,Nijak nechci odpovidat......
588,-0.7999534580304382,0.06070764348758458,Unknown,"smirlivi, uvedomneli, nezmanipulovany, optimisticti"
589,0.0347301870371139,-0.7840253021401766,Unknown,Nevim neumím si nikoho vybavit
590,0.4617070713220786,0.3956313251283588,ANO,většina má selsky rozum. nenechají se tak jednoduše zmanipulovat mají vlastní názor 
591,0.03189317561757756,-0.762915972420057,ANO,"STŘEDNÍ VRSTVA
MÍR, KLID
"
592,-0.3457517212980978,0.127121429647873,SPD,Lidé kteří pracují na plný úvazek a dělají skoro za minimální mzdy 
593,-0.07421118027518378,-0.7043728966295795,ANO,"Upřímní, citlivý, nemyali jen na sebe "
594,-0.32804393842757734,-0.5280463432151,ODS,Většinou to jsou realisti
595,0.0521234930629777,0.359177261935283,ANO,"normální běžní lidé ,kteří chtějí žít normálně"
596,-0.4768000679221317,0.5882201445114844,ODS,"Hodnoty a smysl pro spravedlnost, ekonomické povědomí"
597,0.5921210035395983,0.12819148930371346,ANO,neznám takové lidi a nedělal bych v politice
598,0.45755175349033333,-0.4571722339358617,Unknown,"Zcela v pořádku, více nedokážu odpovědět, jelikož to jak někdo vnímá politiku pro mě není podstatné."
599,-0.44116181881944233,0.6428089621975223,KSCM,používají selský rozum a ne naučené fráze okopírované z našich medií
600,-0.6087666646555584,0.38382541413324306,ANO,"mám svůj názor a jsem o něm přesvědčený, nikomu ho nevnucuji, pouze občas poukážu na kladné věci"
601,0.740815138266618,0.23310411261858804,ODS,Tolerantní pohodový s touhou se neustále vzdělávat a mít radost ze života 
602,-0.3612001570122087,0.6941744461996938,STAN,"Nekonfliktni, naslouchajici a pouzivajici selsky rozum. "
603,0.39601690489894975,-0.10486498062731678,SPD,"Myslím si, že tito lidé jsou ze skromnějších poměrů, pracují  v těžkých povoláních a žijících od výplaty k výplatě. Tito lidé se chtějí mít lépe a proto volí SPD."
604,0.7018058598442093,0.2805943251004518,Pirati,"Radujeme u se u stejných zpráv na internetu, dokážeme se rozčílit z rasistických keců, nebo urážek gayů a leseb. V pohodě probíráme politická témata a souzníme. Odmítáme poslouchat řeči o skvělém Putinovi a Číně, o špatné EU a NATO, nechápeme, jak někdo teskní po časech za totáče."
605,-0.31006749379131937,0.4413045773342251,Unknown,Nijak je nevnímám ale jsou mi sympatičtí
606,-0.09906947694128167,-0.5128057903713136,ANO,"Tito lidé vnímají politiku v mezích , jinak to nejde ."
607,-0.5424948240631416,-0.5696195575446688,SPD,"pohodový, chytří, pracovití"
608,0.27776543738707304,-0.49490469557173755,ANO,"Nevím, nemůžu mluvit za ostatní.Az budou všichni  pracující lidi na urovnichudoby tak pochopí že tak se nedá žít.za poctivou práci a odvody státu, nemají ani na léky "
