respondent_idx,mds_dim1,mds_dim2,party,ingroup_text
792,-0.4797311750437364,-0.27039699242090365,Other,"Lidi co nechteji zadnou valku,zalezi jim na prirode,jsou si vedomi,ze penize si do hrobu nevezmou,chteji klid,zdravi a par pratel."
793,-0.3460347250289594,0.6648098487843563,ANO,"mají sociální cítění, pečují o slabší jedince "
794,-0.25935707331997115,0.21847076076381367,ANO,"Lidé kteří nemají rádi korupci, lži, sobeckost a vyžírky"
795,-0.03202786670349785,0.40776681267631015,Unknown,"politiku by měli provozovat lidé, kteří už něco dokázali a už nepotřebují hrabat a krást, tato profese by měla být brána jako čestná činnost za minimální mzdu a ne aby ji dělala prasata na krmníku"
796,-0.30225129016893265,0.5384114321250122,STAN,"jsou svobodomyslní a nezávislí, mají jasný názor ba věc a nebojí se ho prjevit"
797,-0.07395641442850587,0.790174644618091,SPD,Musi makat a myslit na svou rodinu
798,0.4571327984208124,-0.026477450524015792,ANO,"lidé,kteří chtěji rovnost pro všechny občany,nižší náklady na bydlení,energie,levnější potraviny,odejít do důchodu v nižším věku,zdravotnictví pro všechny stejné"
799,0.6499902597399808,-0.28551237390307127,Other,"1. Podporuje suverenitu a nezávislost své vlasti
2. Chce vystoupit z EU A NATO
3.Je proti agendě LGBT, rodina je otec a matka. Neexistuje více pohlaví než 2.
4. Je proti cenzuře, omezování svobody  a žádá možnost vyjadřování svého názoru na všech platformách slušným způsobem bez ktiminalizace
5. Je pro mír na celém světě bez rozdílu a proti agendě vývozu tzv. ""demokracie"" 
6. Zásadně je proti vymyšlené agendě Green Dealu
7. Zásadně nesouhlasí politikou vměšování vojensky silnějších států do řízení slabších států a dosazování svých loutek do jejich vlád. Opovrhuje jimi řízenými MAJDANY."
800,-0.36805611552252393,0.2534591844985358,Unknown,"Jsou to lidé se, kterými se denně setkávám, pracují s nimi, kamarádi se stejnými zájmy."
801,-0.1659103034387277,-0.21597789687727229,Unknown,"neznám žádné lidi kteří mají názor jako já, tak je nemohu popsat"
802,0.5671215306062122,0.3041841459825084,STAN,"Úplně obyčejní lidé, žádní karieristi"
803,0.6922276515301539,0.14634582293705503,Unknown,sympatičtí tvl a co jako tady mám ještě napsat ?
804,0.7191070917806975,-0.2100118301747658,Unknown,"solidní, vzdělání, rozumí své práci, oblíbení, slušní, diplomatičtí, spolehlivý, odvážní, "
805,0.1366493813416884,-0.7210860996476097,Unknown,"Nevím, nevzpomenu si, nic mě nenapadá."
806,-0.2573935161443347,-0.09746797739264285,ANO,"Jde spíše o starší lidi, kteří mají žívotní zkušensti."
807,-0.14940353008385346,0.4651781254751489,SPD,Jsou to obyčejní lidé se starostmi běžného života
808,0.052950109760586575,0.01042842739225174,Unknown,Jsou to nespravedlivý a nepoctivý lidé
809,0.1765449335811199,0.6936370409263363,SPD,"Lidi,s kterými si mám co říct "
810,-0.06818297849347521,-0.10444527303046812,SPD,"Lidé, kteří poctivě pracují, jsou vlastenci a zachovali si zdravý rozum. "
811,-0.3555378697967492,-0.6180553004570339,Unknown,"Nezajímaji se do podrobna, ale není jim jedno, koho volit "
812,0.24332377297549238,-0.08606773056122162,ANO,"tito lidé jsou ve většině z chudé vrstvy, proto jsou pro, aby pro ně vláda dělala mnohem víc"
813,0.4977008073670699,0.5725051618165325,ANO,Může to být příjemné ale na druhou stranu chybí střet názorů.
814,-0.5328601073731972,-0.30650504103282655,Pirati,"Nezajímám se o politiku a politické dění. Stejně si všichni politici budou dělat co chtějí a nedají na názory obyčejných lidí, jako jsem například já."
815,0.3434312483870912,-0.6796790466486843,Unknown,"Nevím, nevím, nevím, nevím "
816,-0.5059162021069871,0.15099928494918652,Unknown,"V některých věcech máme rozdílné názory. Nejsem ochotna v těchto případech s nimi komunikovat. Každý je sám sebe strůjcem a jeho názory s mými nemusí být souhlasné. Svoje pocity nikomu nevnucuji. Každý má svůj názor. Pro něj je důležitý a nechce ho změnit i když se naše názory většinou schodují. Někdy v něčem odporuji, ale málokdy. Já sama málokdy své názory zásadně měním. Neumím své názory tvrdě obhajovat. Hádky pro mne nejsou nutné. "
817,-0.021869242792347626,-0.18778255897015,ODS,"Jsou dobře oblečení, mají smysl pro modu, jsou usměvavý, jsou to studenti "
818,0.42639383231788647,-0.5085217178213262,Unknown,Pracující střední třída lidí. V rozmezí 30-45 let.
819,-0.631675972291581,0.3291838488124353,Unknown,Politika pro ně není důležitá a zajímají se o ni pouze okrajově. 
820,-0.20297397516139715,-0.2385821045808761,ODS,"Jsou to lidi středního věku, žijí v rodině s dětmi. Jsou pravicové založení, ale ne fanatici. Neodsuzuji někoho pro jeho voličské preference."
821,-0.776151639763755,0.1787565813630682,ANO,Nerozumím bohužel zadání 
822,-0.567914550114876,0.39597780606703736,ANO,s těmi bych komunikovala každý má svůj názor. je to každého věc
823,0.3891581836044996,-0.6633567373716834,ANO,nevím jakým zpôsobem je popsat
824,0.34518014298413435,-0.6481754038615691,ANO,"nevím, coi k tomu říct, nevím"
825,-0.18116793110314686,-0.7583919190919666,ANO,Beru je a ráda s nimi promluvím
826,-0.6818491799947319,-0.05927487846475363,SPD,Lidi co pracují a odvádějí daně úplně zbytečně 
827,-0.0692967894701355,0.6386332127428306,Pirati,"VIdí politiku jako nástroj, ne růžovými brýlemi."
828,-0.3905035182368913,-0.6695623061062191,ANO,"Můžeme si vzájemně postěžovat na politické problémy. Nebudeme v opozici, konverzace bude uvolněnější."
829,0.21686513613639863,0.7616975051497105,Other,"Vzájemná osobní sympatie, přelívající se do politického života"
830,0.0959298319571153,0.5510380014578133,KSCM,"Jsou tolerantní, otevření změnám, chtějí spravedlnost a rovné životní podmínky pro všechny. Záleží jim na pravdě, nemají rádi překrucování, faleš. "
831,-0.22040847182934598,0.038833180800254004,Unknown,Jsou to poctiví lidé kteří vše posuzují objektivně a když poznají že se mýlili tak to přiznají. A snaží se svou chybu napravit. Rozhodně nemyslí jen na sebe.
832,-0.4960081109767592,0.21080999158456992,Other,"Normální rozumní lidé, realisté co stojí nohama pevně na zemi, nenají na očích růžové brýle a ví, ať je u moci kdokoliv tak, že se lépe mít nebudeme díky vládě, ale musíme spoléhat jen a jen na sebe a na nikoho jiného…"
833,0.5840674263212295,-0.18341744875398036,ANO,normálně smýšlející rozumní lidé 
834,0.6719003152464962,-0.21203464611889006,ANO,"Vnímavý,inteligentní ,člověk s velkou mírou empatie a zájmu o lepší životní podmínky pro všechny . "
836,-0.46415190375374166,0.11315617931127393,ANO,"Upřímni, svobodomyslni, mají rádi život a lidi kolem sebe"
837,-0.21678352462231876,0.6702599207349458,Other,"Sice s nimi souhlasím, ale neřeším politiku "
838,-0.4001275842658575,0.02884848699964119,STAN,"normální lidi, kteří se spíše o politiku moc nezajímají"
839,-0.10450278894104678,-0.2203270240010038,SPD,"Lidé se selským rozumem. Lidé co si váží práce ostatních, přírody a jsou poctiví."
840,0.7766394151316693,-0.1397522310332804,Other,"konzervativní, protiimigrační, proti green dealu, svobodný trh, proti dotacím, proti byrokracii"
841,0.8025722409181293,-0.007937217301063261,Pirati,"financne gramotny, dlohodobe uzitky, spolecensky"
842,-0.18513746828248268,-0.6487594013929833,SPD,"Vůbec se o politiku nezajímají, před revolucí nebylo dost věcí v pořádku, ale jistoty byly. Teď co se děje nemá obdoby, necítím se dobře v této době!!!!"
843,-0.6874044380749543,0.2543106825527013,Pirati,Nevim nevim vůbec nic mě nenapadá 
846,0.21968678211125875,0.627800754180082,ANO,"Obyčejní pracující lidé, střední třída."
847,-0.48305032770388223,0.31403460295318997,Unknown,"Lidé, které politika vůbec nezajímá "
848,0.1651754568052965,0.701829563603454,Unknown,"Střední třída, matka s dvěma dětmi, která se stará o rodinu, aby jí nic nechybělo."
849,0.22256477015030157,-0.7446779391029109,ANO,"zastanci dobreho vzdelani,rozumu,zadna korupce,stoji za ceskym lidem,nejde proti nim"
850,0.4896497020599922,0.4828219000366576,ANO,strasne fajn lidi spolehlivy
851,-0.10448588563685517,0.2642606849796381,Unknown,Obyčejní lidé kteří mají své běžné starosti a o politiku se moc nezajímají 
852,0.24125933675393385,0.5596937227480171,ANO,"Mám kolem sebe lidi, kterým není jedno jak to u nás v ČR nyní vypadá. Uvítali by větší zájem politiků o náš stát a jeho občany, zastavení zbytečného předraženého zbrojení, omezení finanční i jiné pomoci na UA . "
853,-0.43639918487544105,-0.4802443933155725,ANO,"Jak kdo, neda se jednotne popsat, starsi lidi, okolo 35let. Asi jina vychova, vneseni radu do zivota."
854,-0.2682690208126213,-0.7478897404647077,STAN,"Zodpovědnost, komunikace, vystupování "
855,0.3682907412002329,0.18933225645674037,Unknown,"Jsou to lidé, které stejně jako já, politika nezajímá, nerozumí ji, nemají žádný vyhraněný názor a nechodí k volbám."
856,-0.576241541475342,-0.49518557479531017,Pirati,"Chytří, vzdělání, naslouchají všem, snaží se vyřešit lidské problémy "
857,0.2743758954227744,0.7481727818889087,Pirati,"snaha o rovnoprávnost, nikoho neomezuje na osobní svobodě, ochota nahlížet okolnostem"
858,0.45689106598112794,0.576348623845258,ANO,povidali by jsme si o politice co bysme udelali lepsi.
859,0.6070639421589331,-0.45077665127278344,Unknown,nasraní a hodně moc vytočení
860,0.7537312357760952,-0.21127284175618619,ANO,normalni pracujici clovek bez exekuci 
861,-0.728307949694485,0.21527375652288025,Unknown,nijak neřeším to.je mi to uplně jedno
862,0.3221224856660173,0.6368673673876541,Unknown,"Jedná se o generaci na které se komunisti velmi podepsali. Nejen to, že naše rodiče připravili o majetky, ale nám zakázali přístup ke studiu mimo zemědělství, zničili zdraví mým prarodičům i psychiku mým rodičům, vyrůstala jsem v padesátých letech!! to byla degradace lidskosti vůči lidem rolníkům i zemědělcům, dřina a dřina i když na svém ..... 
"
863,0.19373162494589347,0.3128697895507811,ODS,"lidé, kteří na politiku a společenské otázky najlížení podobně jako já mají tendeci ocenovat otevřenost, inkluzivitu a empatii vůči ruznám názoruům a kulturam."
864,0.11835622577564354,0.039636380151426356,SPD,Poctiví slušní lidé kteří jsou šikovní a pracovití 
865,-0.7734118296334405,0.1371599596940512,ANO,"nesmí to být podvodníci , nesmí lhát ,musí umět přiznat i neúspěch,nenechat se ovlivńovat nikým jiným ."
866,-0.011650835811405824,-0.7725797626926415,Unknown,"Získávají fakta z více zdrojů, vracejí se do minulosti, dívají se na problémy z více úhlu pohledu."
867,0.40022429274015786,0.59673827391051,STAN,"Dívají se na zprávy o politických tématech, před volbami si vždy projedou jednotlivé programy stran a udělají politickou kalkukačku, aby věděli, jaká má strana priority, ale nespokojí se jen s tím: porovnají jejich výsledky v minulých letech aktivity. Zajímá je rovnoprávnost, spravedlnost."
868,-0.12645868201094618,-0.11653707857106642,KSCM,"Především se jedná o lidi, kteří poctivě pracují v nejrůznějších profesích a chtějí za svou poctivě odvedenou práci poctivě zaplaceno a očekávají od státu, že peníze z jejich daní budou použity ku prospěchu všech pracujících na kvalitní vzdělávání jejich dětí, na kvalitní zdravotní služby, na péči o zdravotně postižené spoluobčany a na důstojné penze pro lidi, kteří celý život poctivě pracovali pro tuto zemi a poctivě odváděli státu své daně, že stát bude investovat do rozvoje cest, bude podporovat mladé rodiny s dětmi, bude pomáhat zajistit dostupné bydlení mladým rodinám, ale i seniorům. Z peněz daňových poplatníků stát zajistí kvalitní a dostupné energie všem občanům, kvalitní a dostupnou pitnou vodu, bude investovat do ochrany před živelnými pohromami - povodně, sesuvy půdy apod. Stát nebude podporovat lidi, kteří se vyhýbají práci, nebude podporovat dotacemi různé zájmové skupiny, nebude podporovat nelegální migranty dotacemi dokonce často vyššími než dotace pro naše skutečně potřebné spoluobčany, nebude tolerovat migranty, kteří nejsou ochotni přijmout naše zákony a naše kulturní tradice a naučit se náš jazyk - chtějí-li tito lidé u nás být, musí se našim zvyklostem přizpůsobit, ne-li, ať jdou do zemí s tradicemi pro ně blízkými. Žádnou podporu práceschopným lidem (míněno podporu v nezaměstnanosti) déle něž 3-6 měsíců. Neupřednostňovat v žádném ohledu migranty před našimi občany. Umožnit občanům vyjádřit se k důležitým otázkám státu a jeho hospodaření v řádném referendu a výsledky vůle lidu plně respektovat. Nezvyšovat neustále platy politikům na úkor pracujících ve státní sféře jako je policie, záchranné sbory (hasiči), zdravotnictví, školství. Nezvyšovat stavy státních úředníků jako jsou různí poradci na ministerstvech, krajských a okresních úřadech. Pokud na těchto institucích nepracují odborníci v daných oborech a potřebují poradce, pak tyto pracovníky vyměnit za odborníky, kteří poradce nebudou potřebovat. Snížit počet poslanců v poslanecké sněmovně na úroveň obvyklou v ostatních zemích světa podle počtu obyvatel naší země, zrušit senát - pro tak malou zemi, není zapotřebí mít 2 komory parlamentu. Udělat důsledný audit pracovníků ve státní sféře. Důsledně vyšetřit a potrestat všechny politicky odpovědné lidi za ekonomické ztráty způsobené jejich nesprávnými rozhodnutími od r. 1989 (náklady na špatné zakázky pro armádu - padáky, obrněná vozidla, F-35 atd., náklady na sanace bank a jejich prodej, předražené zakázky na budování silnic a dálnic, prodej a následný odkup OKD, machinace s byty OKR, náklady na kuponovou privatizaci atd. - toto by vydalo již na celý román). Já i lidé mně podobní chceme od státu za své daně, kvalitní služby. Vedení státu jsou  naši ""zaměstnanci"" placeni z našich daní, tak po nich oprávněně chceme, aby svou práci dělali kvalitně pro nás - ne pro Brusel nebo USA nebo jiné zájmové skupiny. A pokud to nedělají, pak chceme mít právo je odvolat (běžného občana, který pro svého zaměstnavatele kvalitně nepracuje, zaměstnavatel také vyhodí z práce, tak nevidím žádný rozdíl mezi lidmi řídícími stát a běžným pracujícím občanem).   

 "
869,0.6262048645044206,-0.399971351515286,STAN,"Cítí potřebu angažovat se v problematice vztahů mezi lidmi, vztahu k přírodě a budoucnosti našich dětí. Stále a stále se potýkají s nezájmem spoluobčanů, jejich sobeckostí, nesnášenlivostí a ztrátou jejich historické paměti. Přesto znovu se snaží..."
870,-0.2943992555740262,0.686143750588934,STAN,Respektuji rozhodnuti kazdeho cloveka ale samozrejme si vice rozumim s lidmi kteri nechteji potopit nasi budoucnost
871,0.22251445037069742,-0.6259758469998566,Unknown,Nevím. Nezajimám se o politiku. 
872,-0.48097643707038457,0.03117772113242357,ANO,"Jsou to normální lidi,  kterých je už málo"
873,0.09277706929520772,-0.7827822099200117,ANO,"Klid,zabezpečení, pohoda neokradani, nedělani z lidí blbce chudaky "
875,0.5423009595673807,0.08416825347145847,ANO,Jsou to dobry lidi co umi projevi5 svuj nazor
876,0.7342102505079692,-0.14418423214356452,TOP09,"Hned se vším hotoví, zbrklí, ale upřímní "
877,0.22430056924565214,0.6724153541706378,Pirati,"Zajímají se o zahraniční politiku, vzdělávání, síť silnic v ČR je špatná -oproti západním zemím jsme velmi pozadu ve všech těchto tematech"
878,0.5531977467853643,0.32637368897182667,Pirati,"Snaží se uvažovat, dodrzovat pravidla, jsou liberální, zajímá je ekologie a budoucnost. "
879,0.5772521645530834,0.4957170878608262,Other,Nesnaží se tolik vnucovat svoje politické názory. 
880,0.22371704911272094,-0.3766521561706969,ANO,Tak to opravdu nevím. Jsou to lidé různí.
881,0.5444691084586867,-0.5822492389657177,ODS,Netuším  co po mě chcete 
882,-0.5501199943628102,-0.4921374649505091,Pirati,Možná jsou názorově podobní a proto se shodneme i v politických tématech 
883,-0.6790908419045508,-0.20506795152121818,Pirati,Snaha a lepší svět pro všechny 
884,0.7277678160140297,0.2601351317486754,ODS,Zodpovědnost sama za sebe i přes irčitý diskomfort 
885,-0.4025866488171764,0.6226718626487497,Other,"Mají zdravý selský rozum,nedovolí zničit Československo "
886,0.2550416032094638,-0.5132364683946965,ODS,"Lidé se zdravým rozumem , inteligentní "
887,-0.7355903062970965,0.24513671631700473,KDU-CSL,"Snaží se neustále zjišťovat a ověřovat fakta, snaží se nepodléhat ideologiím."
888,0.7517353875375067,0.25666271348984765,ANO,"Pracující, loajální, poctivý, nekonfliktní "
889,-0.5116624261953772,0.09282166057764686,ODS,"S velkým všeobecným přehledem. Zajímají se o současné dění doma i ve světě. Čerpají informace z různých zdrojů, mají kritické myšlení. Jsou zaměstnaní nebo podnikají. Jsou plně soběstační. Cestují. Pracují na svém osobním rozvoji."
890,-0.40079628817131785,0.6471270027200231,ANO,Maji mozek  a ne jako ovce se tahnout za stadem
891,0.4033090908618656,0.06670068657258096,ANO,"Zkušení lidé, kteří pamatují doby minulé. Starší generace."
892,-0.15395910161712936,-0.721132285492909,Other,"Záleží jim i na druhých, nejen na svém prospěchu, pracují poctivě a nemyslí jenom na peníze"
893,0.6850569791284526,-0.3415136862025152,ODS,"více doprava, liberální, demokratičtí, podnikatelé, nesnáší Babiše"
894,-0.6825616698809003,0.39327527094290143,Pirati,"Chytrý, laskavý, inteligentní "
895,0.023481322916283548,-0.6058596000626276,ANO,Nemají rádi Babiše ani SPOLu ale radši by volili Babiše než aby spolu zase okrádala naše lidi
896,0.4169689847885875,-0.6554249902664364,ODS,neumím je vůbec nijak popsat
897,-0.002582982226384713,-0.3745110244813401,TOP09,"Vzdělané lidé, kteří často cestují do zahraničí, umějí cizí jazyky, nechtějí prodat Česko za pivko a pár knedlíků"
898,0.11741239858114762,-0.762244580869244,Unknown,"Nevím, nevim, nevim, nevim "
899,0.18353987248823672,0.4642051408353567,SPD,"Vzdělaní umělci nebo vědci, kteří vyznávají tradiční hodnoty, ale nebrání se smysluplným inovacím. Umí zachovat chladnou hlavu a jsou rozumní. Nedají se opít rohlíkem populistických a ultraprogresivistických stran a stojí nohama pevně při zemi. Jsou zásadoví a to samé čekají od politiků, konzistentnost, vytrvalost, upřímnost a smysl pro spravedlnost."
900,-0.0406754266530744,0.5156556710411158,SPD,Jsou nasraní z  činnosti vlády
901,-0.5061751246337475,0.5059963229277473,STAN,"Snaží se vybrat stranu, která má k lidem rovné postoje a nikoho neznevýhodňuje na základě rasy nebo sexuální orientace. Stranu, která chápe důležitost toho, co se děje okolo nás a nevidí pouze jednoduchá a jednostranná řešení těžkých situací
"
902,-0.790959727088028,0.10471785326098945,ANO," spolehlivý,poctivý, pracovitý, loajální "
903,-0.5479950566721207,0.15039306338577932,Unknown,"Viz předvhozí odpověď, většinou to jsou kamarádi z vejšky co mají dobře placené práce, umí jazyky, cestují a záleží jim na moderním, svobodném a ""pravdivém"" životě"
904,0.2629222281080067,-0.7260106612676889,Other,"nevím, nedokážu popsat. nesoudím."
905,-0.37466412240587343,0.6302885773708488,ANO,"Ekonomicky nezávislí na státu. Pracující, vlastní názor"
906,-0.3247009787137439,0.24973814227150673,Other,"inteligentní, vzdělaní a hodní lidé, kteří nechtějí nikoho obtěžovat ani okrádat."
907,0.02074375991113172,-0.5372788262425384,STAN,"snaží se vyhovět i potřebám a požadavkům menšin, posunout Česko na Západ, záleží jim na tom, jak se k sobě navzájem lidi chovají i v diskuzi s lidmi, co mají jiný názor."
908,0.19387908092111736,0.7357124544718847,ANO,"Vyšší střední třída,2-3 děti "
909,0.7724495875565499,-0.003114932861997496,ODS,Bílý/á heterosexuální pracující muž nebo žena tvořící HDP
910,-0.1840901325195466,-0.20301213539647725,ODS,Jsou to lidi na stejné úrovni jako já.
911,-0.7180733904259482,-0.3282930804216205,ODS,pohodář chytrý rozumný inteligentní
912,0.0508998991102332,0.7732326867606005,ANO,Střední třída rodina dětmi zaměstni
913,-0.2666082101282609,0.7410077119014337,ANO,Ti co stojí nohama pevně na zemi a nemají smyšlené představy. 
914,-0.05468631004886573,-0.6568232586468042,ANO,"Nevím co je to za lidi,když neví koho volit"
915,0.2590625483056501,-0.650925125497897,KDU-CSL,W nevim jak to bude možné toto napsat
916,-0.7262468016510518,0.25720264767754997,STAN,"Rozumní, přirozeně inteligentní "
917,-0.2166772477866066,-0.431362767474276,STAN,"Střední až nižší třída , které pracuje celý život hned po škole...nikdy nedostala žádné úlevy ani přídavky nebo příspěvky, protože na ně s průměrným platem nedosáhne, nemá žádné známé na vysokých postech, takže bude celý život pracovat někde uprostřed ...nedělá ve státním sektoru, takže platově nikdy nedosáhne ani na republikový průměr, i když má vysokou školu a umí min. 1 cizí jazyk a rozčiluje je neustálé upřednostňování jen určitých skupin , které pracují náročností nebo časem méně než my ( jen pro upřesnění, pracuji 8 hodin denně  a nezastavím se, jsem pod tlakem a ve stresu a přidáno dostanu ročně kolem 1.000,-). Žiju ve svém bytě , ale 70% platu mi měsíčně odchází na bydlení a služby , takže mi měsíčně zbývá na zábavu, oblečení nebo tak cca 3.000....Takže na úpravy doma nebo koupi nábytku musím dost dlouho šetřit....Na dovolenou jezdím pokud dostanu nějakou prémii v práci."
918,-0.5485633446894845,0.3623666565195334,KDU-CSL,"Mladí lidé, studenti vš, těší se ze života "
919,0.14558791888850325,-0.1643700862086856,Pirati,"Jsou to mladí lidé, kteří nikdy nebudou mit svou nemovitost, protoze si ji nemohou dovolit "
920,0.2181847954846966,-0.690222590601638,STAN,Vzdělaní a schopni diskutovat
921,0.43852913814337996,-0.6503227925055676,ANO,"to nelze popsat,nedokážu to popsat"
922,-0.14772607223148038,0.7028390012625553,Unknown,Důraz na sociální politiku
923,-0.6944894812885508,-0.3141315298277018,Unknown,"Střední a, starší generace, vysoké vzdělání "
924,-0.426097180533861,-0.44970809376005394,STAN,"Chtějí demokracii, stejná práva pro všechny, ověřují si informace, vše pořádně prodiskutuji, není jim jedno že se nemohou brát stejnopohlavní páry, že ještě nepřišla důchodová reforma, "
925,-0.593994336318201,-0.43041573608522665,Unknown,"je mi jedno ,jak kdo co vnímá mluvím za sebe, "
926,-0.216746450854303,0.2942315306508823,ANO,"Jsou to většinou vzdělaní, analytického myšlení schopní lidé, kteří si zdroje informací ověřuji a konfrontují je se skutečnostím a svými žicotními zkušenostmi."
927,0.02410080774627937,-0.0729268663677531,Pirati,"Lidé svobodní a svobodomyslní, ale zároveň v určitých otázkách obezřetní, možná konzervativní. Politikou jsou unavení, protože stále politici vedou žabomyší války, stále na sebe házejí špínu a myslí jen sebe. Jsou z nich znechucení, ať se jedná o Babiše, Okamuru nebo i politiky ze spektra, které volí - ODS, TOP 09, Piráti nebo STAN. Nemyslí na blaho státu a jeho občanů, pořád omílají prázdná hesla a fráze, na která ale bohužel lidé slyší. Lidé jako já jsou chudší, ale pracují, snaží se a je jim smutno a jsou naštvaní z toho, že jim stát nepomůže. Že pomůže lidem, kteří se nesnaží a jen ho využívají. Jsou nešťastní z nedostupného bydlení a na  bydlení ani nedosáhnou. Cítí frustraci. "
928,0.06716258755614803,0.6235713415713193,STAN,Nepatřím k nynější mladé generaci PIRÁTI jsou za mne strana pro mladé středoškoláky vysokoškoláky kteří už znají jen tuhle svobodnou dobu 
929,-0.17104043261678878,-0.5363616079306197,Unknown,Lidi co se více zajímají o to jak přežít než o politiku
930,0.7197940282649524,0.028180644619745742,ANO,"Mají empatii, dokážou se vcítit do problémů společnosti "
931,-0.31818851030818307,-0.709845258079546,Other,Klidní v hodnocení současné situace. Ochotní k diskuzi. Ovládají své emoce.
932,-0.4436285140324751,-0.10737577163223797,Unknown,"Lidi, kteří přemýšlí a přeji si lepší život "
933,0.40749030010667836,0.6920998725083407,STAN,"Moderní přemýšlení, postupování s rozvahou, otevřeni inovacím."
934,0.23527958437490046,-0.015097633624991322,Other,"Lidé, pro které je důležité tvrzení, že méně znamená více, lidé, kteří potřebují vědět, na čem v životě jsou a co mohou čekat, uvědomují si základní problémy"
935,-0.616532104065045,0.1396267073957887,Unknown,"Starají se o udržitelnost, jsou proto, aby gayové mohli uzavírat sňatky a adoptovat děti."
936,-0.1184208606416823,0.7053092890041229,ANO,"Inteligentní lidé s vyšším vzděláním, sečtělí a tolerantní. Nevěřící dezinformacím"
937,0.040591455690420226,0.6484699154585647,Unknown,"Politika je příliš nezajímá, mají jiné starosti a záliby. Myslí si, že všem politikům jde jen o to, nahrávat si co nejvíce peněz a lidí je zajímají jen před volbami. "
938,0.47390989148577095,0.6309940714621808,Unknown,Řídí se vlastním rozumem a vlastními pocity
939,-0.5653406732348222,0.486119481201518,KSCM," nesnáší lež, jdou za pravdou jak se říká přes mrtvoly a tak v naší společnosti na to zpravidla doplatí
 pravda a čest se v naší společnosti nevyplácí"
940,0.17843337705552653,-0.23919726845577494,SPD,"Částo jsou pro Rusko, levicově směřovány atd. Neznamená to ale, že tito lidé jsou tak smýšlející všichni"
941,-0.7595677064739997,0.2239591341792605,ANO,"inteligentní, prozíravý, s dobrou pamětí"
942,0.3535890502942527,0.5638074561234133,TOP09,"Pozitivni vztah k demokracii a svobode, stale hledani pravdy a toho co je spravne, moralni, udrzitelne, v souladu s civilizaci a hodnotami. Jsou alespon obcas aktivni a dokazou se zapojit, odmitaji proudy ktere vedou k diskriminaci, k napadni ostatnich, extremismu.. a dokazou srovnat toho, kdo to s excesy opravdu prehani."
943,0.01734878652203147,-0.329548181018383,ANO,"v hnutí Ano jsou lidé konkrétní dostojí svých slibů,nezadlužují republiku"
944,-0.1243914530099078,0.5866633337675957,Other,"Liberální levice - sociálně citliví, ""woke"", chtějí progresivní daně, efektivní sociální politiku, jsou pro ochranu klimatu, pro rovnost, lidská práva"
945,0.541367162264041,-0.1407087812528605,Unknown,"Dost znechucení tím, co se nejen u nás, ale i celkově ve světě děje. Jít volit,koho? Většinou menší zlo, následující zruší to, co vymysleli a prosadili jeho předchůdci, snaží se žít, jak to jde a na politiku a politiky moc nemyslí. "
947,0.6098406804173441,-0.47636590895726083,ANO,"Nenávidím násilí, válku,,  agresi, raději  se podřídím než bych bojovala , "
948,-0.6388714972614258,-0.06945534932210902,Pirati,"Liberálové, podporující menšiny jako třeba LGBT. Podporující demokratický systém a svobodu slova, možnost žít život tak, jak je v mých schopnostech. Nespoléhání se na stát, na úplatky, ale na vlastní iniciativu. "
949,0.5512329765163323,0.5827453501908261,Unknown,Ne díky ne díky ne díky ne díky ne díky ne díky ne díky 
950,-0.6042737577216417,0.1910100197728109,TOP09,"Pravicový, vzdělaní lidé. Podporující to, že každý má to co si vypracoval."
951,0.358567994632691,0.3090347796084369,ANO,"Senioři, kteří mají střední nebo nižší  důchod. "
952,-0.38687934154200715,-0.34981764240843954,TOP09,S lidmi jako já máme společně tématy a všichni jsou spokojený. 
953,-0.03532007056078716,0.760924646322438,ODS,Nic co by popisovalo stejného voliče strany 
954,0.5546673682848628,-0.3969918620883641,KDU-CSL,"Jsme na stejné vlně, ale někdy se také můžeme názory lišit. Celkově jsem otevřená diskuzi s těmito lidmi."
955,0.14434258635861194,-0.42166338407621806,Unknown,"Lidé, kteří přemýšlejí nad důsledky politických slibů a jednáním  politických špiček, přemýšlejí o tom, jaké budou mít jejich sliby a jejich jednání  skutečný dopad na  ekonomickou realitu České republiky. Nepodléhají tedy velkohubým  populistickým a předvolebním prohlášením, ať již zleva či zprava politického spektra a umějí si zdůvodnit, proč ten který politik  či jeho strana, mluví tak jak mluví.   "
956,0.011317216326602243,-0.44363465293460935,ANO,Jsou to lidé ochotni naslouchat jiným názorům a občas i přijmout určité kompromisy.
957,-0.19743261199747764,0.76182717987086,SPD,Stejná věková generace nebo podobný životní styl 
958,-0.436558847888589,-0.21050862245410584,ANO,Lidé s výborným vkusem a stejnými názory. 
959,-0.5244160514275344,0.5892610158370604,Pirati,S nima je dobře pobavit a rozveselit se
960,0.23936353717684156,-0.7454763369517241,ANO,"muž staršího věku
bezpartijní
dobře zajištěný"
961,-0.003382287021447804,0.528916667264766,STAN,"Lidé minimálně s maturitou, rádi cestují a poznávají nové lidi a kraje. Nemají problém bavit se o jakýchkoli tématech a jsou schopni přijmout kritiku a uznat chybu"
962,-0.21329630077028125,-0.547535673258697,TOP09,"Opírají se o životní zkušenost a vĕdí, že nejdražší je to, co je zadarmo. Svůj názor si vytvářejí po analýze více zdrojů. Snaží se myslet i na budoucnost s udržitelný rozvojem. Vidí ekonomiku spojenou s ekologiì a bohužel vliv lidí žijících jen pro současnost.
 "
